Org_Identifier,Org_FormalName,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,Location_SourceMapScale,Location_HorzAccuracyMeasure,Location_HorzAccuracyMeasureUnit,Location_HorzCollectionMethod,Location_VerticalMeasure,Location_VerticalMeasureUnit,Location_VerticalAccuracyMeasure,Location_VerticalAccuracyMeasureUnit,Location_VertCollectionMethod,Location_VertCoordReferenceSystemDatum,Location_LocalAquiferCode,Location_LocalAquiferCodeContext,Location_LocalAquifer,Location_LocalAquiferDescription,Location_AquiferFormationType,Location_WellType,Location_AquiferType,Location_NationalAquifer,Location_WellHoleDepthMeasure,Location_WellHoleDepthUnit,Location_WellContructionDate,Location_WellDepthMeasure,Location_WellDepthMeasureUnit,Location_DrainageAreaMeasure,Location_DrainageAreaMeasureUnit,Location_ContributingDrainageAreaMeasure,Location_ContributingDrainageAreaMeasureUnit,AlternateLocation_IdentifierA,AlternateLocation_IdentifierContextA,AlternateLocation_IdentifierB,AlternateLocation_IdentifierContextB,AlternateLocation_IdentifierC,AlternateLocation_IdentifierContextC,ProviderName,LocationAttachment_FileName,LocationAttachment_FileType,LocationAttachment_FileDownload
USGS,U.S. Geological Survey,USGS-041645336,"TR TO LAWSON DR AT WHISPERING HILLS DR NR DISCO,MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7013888888889,-83.0480555555555,NAD83,42.7013888888889,-83.0480555555555,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645343,"SHOOKE DRAIN AT LANCEWOOD DRIVE NEAR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7064207468272,-83.0446526914122,NAD83,42.7064207468272,-83.0446526914122,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164532,"LAWSON DRAIN AT AURORA PARK DRIVE NR UTICA, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.6922222222222,-83.0452777777778,NAD83,42.6922222222222,-83.0452777777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645324,"TRIB TO LAWSON DR AT 25 MILE RD NR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.6980555555556,-83.0525,NAD83,42.6980555555556,-83.0525,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645326,"TRIB TO LAWSON DR NR MOUND RD NR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.6958333333333,-83.0538888888889,NAD83,42.6958333333333,-83.0538888888889,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645328,"TRIB TO LAWSON DR AT AURORA PARK DR NR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.6947222222222,-83.045,NAD83,42.6947222222222,-83.045,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164536,"M BR CLINTON RIVER AT BELLMAN AVE NR WASHINGTON,MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7036111111111,-83.0291666666667,NAD83,42.7036111111111,-83.0291666666667,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645364,"TRIB TO M BR CLINTON R AT BELLFORD NR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7044763319478,-83.0315966352994,NAD83,42.7044763319478,-83.0315966352994,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645367,"CANNON DR AT ROSEVERE RD NR WASHINGTON, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7155555555556,-83.0402777777778,NAD83,42.7155555555556,-83.0402777777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645371,"TRIB TO CANNON DR AT 26 MILE RD NR WASHINGTON, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7138888888889,-83.0438888888889,NAD83,42.7138888888889,-83.0438888888889,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645346,"TRIB TO SHOOKE DR D/S JULIANN CT NR WASHINGTON, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.715,-83.0588888888889,NAD83,42.715,-83.0588888888889,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164535,"TRIB TO SHOOKE DRAIN AT SEQUOIA CT NR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7069444444444,-83.0427777777778,NAD83,42.7069444444444,-83.0427777777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645354,"SHOOKE DRAIN AT AMBASSADOR DRIVE NR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7027777777778,-83.0352777777778,NAD83,42.7027777777778,-83.0352777777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041645375,"CANNON DRAIN AT HIDDEN CREEK ROAD NR DISCO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7062222222222,-83.0275555555556,NAD83,42.7062222222222,-83.0275555555556,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164538,"TRIB TO MIDDLE BRANCH CLINTON R NR WASHINGTON, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7095833333333,-83.0267222222222,NAD83,42.7095833333333,-83.0267222222222,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164542,"M BR CLINTON R AT JEWELL RD NR WASHINGTON, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7063888888889,-83.0158333333333,NAD83,42.7063888888889,-83.0158333333333,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164543,"YATES DRAIN IMMED. UPSTR. FROM TAFT DR NR ROMEO,MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7286111111111,-83.0155555555556,NAD83,42.7286111111111,-83.0155555555556,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164545,"TAFT DRAIN AT JEWELL ROAD NEAR ROMEO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7391978387038,-83.0171529400657,NAD83,42.7391978387038,-83.0171529400657,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164546,"YATES DRAIN AT 27 MILE ROAD NEAR WASHINGTON, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7286111111111,-83.0155555555556,NAD83,42.7286111111111,-83.0155555555556,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164547,"TRIB TO YATES DRAIN AT 27 MILE RD NR WASHINGTON,MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7286111111111,-83.0171111111111,NAD83,42.7286111111111,-83.0171111111111,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164548,"TRIB TO YATES DRAIN AT HANOVER RD NR WASHINGTON,MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.7213611111111,-83.0205,NAD83,42.7213611111111,-83.0205,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164550,"YATES DRAIN AT JEWELL RD NEAR MACOMB, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030307,,,42.708338882732065,-83.0156927833549,NAD83,42.708338882732065,-83.0156927833549,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164660,"HEALY DRAIN AT 29 MILE ROAD NEAR ROMEO, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.76,-82.9811111111111,NAD83,42.76,-82.9811111111111,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164685,"TRIB TO HEALY DRAIN AT 27 MILE RD NR MACOMB, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.7308333333333,-82.9561111111111,NAD83,42.7308333333333,-82.9561111111111,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164700,"HEALY DRAIN AT 26-MILE RD AT MACOMB, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.716116549406216,-82.96680221254971,NAD83,42.716116549406216,-82.96680221254971,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164740,"PRICE BROOK AT SCHOENHERR RD NR WASHINGTON, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.7522222222222,-82.9977777777778,NAD83,42.7522222222222,-82.9977777777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164750,"PRICE BROOK AT 27 MILE ROAD NEAR DAVIS, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.7306111111111,-82.9756388888889,NAD83,42.7306111111111,-82.9756388888889,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164756,"HEIDE DRAIN AT LINENGER LANE NEAR DAVIS, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.7310833333333,-82.9811666666667,NAD83,42.7310833333333,-82.9811666666667,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164767,"TRIB TO PRICE BR AT WILLOW RIDGE BLVD NR DAVIS, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.7164722222222,-82.9870277777778,NAD83,42.7164722222222,-82.9870277777778,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164770,"PRICE BROOK AT HAYES ROAD NEAR MACOMB, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030308,,,42.7125,-82.9766666666667,NAD83,42.7125,-82.9766666666667,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04164800,"MIDDLE BRANCH CLINTON RIVER AT MACOMB, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030311,,,42.7064207269966,-82.9590939791026,NAD83,42.7064207269966,-82.9590939791026,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165000,"MIDDLE BRANCH CLINTON RIVER AT M-59 NR WALDENBURG,",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030311,,,42.6283667698615,-82.9310343786414,NAD83,42.6283667698615,-82.9310343786414,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165200,"GLOEDE DITCH NEAR WALDENBURG, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030309,,,42.6275334558512,-82.9527019481706,NAD83,42.6275334558512,-82.9527019481706,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165500,"CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030402,,,42.59583949730101,-82.90874495833125,NAD83,42.59583949730101,-82.90874495833125,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04176040,"BLACK CREEK AT STATE HWY M-52 AT JASPER, MI",Stream,,Michigan,United States of America,Lenawee County,US,MI,,04100002,041000020305,,,41.786402369819506,-84.04017364851406,NAD83,41.786402369819506,-84.04017364851406,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165690,"DETROIT RIVER AT GROSSE POINT PARK, MI",Stream,,Michigan,United States of America,Wayne County,US,MI,,04090004,040900040503,,,42.357230078512394,-82.92902396819599,NAD83,42.357230078512394,-82.92902396819599,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165700,"DETROIT RIVER AT DETROIT, MI",Stream,,Michigan,United States of America,Wayne County,US,MI,,04090004,040900040000,,,42.3472601656527,-82.9585276456484,NAD83,42.3472601656527,-82.9585276456484,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165710,"DETROIT RIVER AT FORT WAYNE AT DETROIT, MI",Stream,,Michigan,United States of America,Wayne County,US,MI,,04090004,040900040000,,,42.2980939033581,-83.0926997067225,NAD83,42.2980939033581,-83.0926997067225,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165553,"CLINTON RIVER AT GRATIOT AVENUE AT MT. CLEMENS, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030402,,,42.5839232148005,-82.8826972617909,NAD83,42.5839232148005,-82.8826972617909,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041655577,"CLINTON R US FR MT CLEMENS WWTP AT MT CLEMENS, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030402,,,42.59806165050701,-82.86596572206498,NAD83,42.59806165050701,-82.86596572206498,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-041655578,"CLINTON R DS FR MT CLEMENS WWTP AT MT CLEMENS, MI",Stream,,Michigan,United States of America,Macomb County,US,MI,,04090003,040900030402,,,42.59750609447068,-82.86263227677756,NAD83,42.59750609447068,-82.86263227677756,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166030,"FRANKLIN BRANCH AT 13-MILE RD AT FRANKLIN, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040402,,,42.51556271310092,-83.2798688489731,NAD83,42.51556271310092,-83.2798688489731,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04165990,"RIVER ROUGE TR AT QUARTON RD AT BIRMINGHAM, MICH",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040401,,,42.56028456773419,-83.22708918471889,NAD83,42.56028456773419,-83.22708918471889,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166000,"RIVER ROUGE AT BIRMINGHAM, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040403,,,42.5458678184808,-83.2235417537348,NAD83,42.5458678184808,-83.2235417537348,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166100,"RIVER ROUGE AT SOUTHFIELD, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040405,,,42.44750765172966,-83.2973695844588,NAD83,42.44750765172966,-83.2973695844588,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166200,"EVANS DITCH AT SOUTHFIELD, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040405,,,42.457813369701,-83.2674300335161,NAD83,42.457813369701,-83.2674300335161,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166090,"PEBBLE CREEK AT TENMILE RD NR SOUTHFIELD, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040404,,,42.47139638040314,-83.3037586405,NAD83,42.47139638040314,-83.3037586405,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166290,"MINNOW POND DRAIN AT QUAKERTOWN, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040103,,,42.48778523791174,-83.37737221554528,NAD83,42.48778523791174,-83.37737221554528,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166300,"UPPER RIVER ROUGE AT FARMINGTON, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040103,,,42.4644795522789,-83.3696550651219,NAD83,42.4644795522789,-83.3696550651219,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166315,"UPPER RIVER ROUGE AT CLARENCEVILLE, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040103,,,42.446702169705,-83.3365985276353,NAD83,42.446702169705,-83.3365985276353,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166350,"UPPER RIVER ROUGE AT 5 MILE ROAD AT REDFORD, MI",Stream,,Michigan,United States of America,Wayne County,US,MI,,04090004,040900040103,,,42.4000363370685,-83.2860412865678,NAD83,42.4000363370685,-83.2860412865678,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166400,"BELL BRANCH AT MIDDLEBELT RD AT LIVONIA, MI",Stream,,Michigan,United States of America,Wayne County,US,MI,,04090004,040900040101,,,42.408619080288965,-83.3348709359372,NAD83,42.408619080288965,-83.3348709359372,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166420,"TARABUSI C AT MIDDLEBELT RD AT LIVONIA, MI",Stream,,Michigan,United States of America,Wayne County,US,MI,,04090004,040900040102,,,42.41584125184461,-83.33542649551526,NAD83,42.41584125184461,-83.33542649551526,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166450,"BELL BRANCH AT BEECH-DALY ROAD AT REDFORD, MI",Stream,,Michigan,United States of America,Wayne County,US,MI,,04090004,040900040102,,,42.392258645408,-83.295763741375,NAD83,42.392258645408,-83.295763741375,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
USGS,U.S. Geological Survey,USGS-04166595,"WALLED LAKE BRANCH AT NOVI RD AT NOVI, MI",Stream,,Michigan,United States of America,Oakland County,US,MI,,04090004,040900040203,,,42.4761456055987,-83.4752134893759,NAD83,42.4761456055987,-83.4752134893759,NAD83,24000,,,,,,,,,,,,,,,,,,,,,,ft,,,,,,,,,,,USGS,,,
